pos	nA	nC	nG	nT	GCsk	TAsk	cGCsk	cTAsk
2492500	282	201	185	332	-16	50	26289	10240
2493500	279	189	159	373	-30	94	26259	10334
2494500	279	209	180	332	-29	53	26230	10387
2495500	359	204	151	286	-53	-73	26177	10314
2496500	312	204	167	317	-37	5	26140	10319
2497500	282	210	173	335	-37	53	26103	10372
2498500	305	198	168	329	-30	24	26073	10396
2499500	316	224	167	293	-57	-23	26016	10373
2500500	317	206	190	287	-16	-30	26000	10343
2501500	319	230	165	286	-65	-33	25935	10310
2502500	289	234	180	297	-54	8	25881	10318
2503500	291	219	206	284	-13	-7	25868	10311
2504500	312	186	166	336	-20	24	25848	10335
2505500	360	184	153	303	-31	-57	25817	10278
2506500	323	191	214	272	23	-51	25840	10227
2507500	309	224	197	270	-27	-39	25813	10188
2508500	334	197	196	273	-1	-61	25812	10127
2509500	331	197	189	283	-8	-48	25804	10079
2510500	311	206	196	287	-10	-24	25794	10055
2511500	293	189	238	280	49	-13	25843	10042
2512500	355	229	151	265	-78	-90	25765	9952
2513500	367	197	170	266	-27	-101	25738	9851
2514500	279	209	186	326	-23	47	25715	9898
2515500	301	212	181	306	-31	5	25684	9903
2516500	225	190	244	341	54	116	25738	10019
2517500	255	198	213	334	15	79	25753	10098
2518500	306	202	163	329	-39	23	25714	10121
2519500	364	174	179	283	5	-81	25719	10040
2520500	354	163	179	304	16	-50	25735	9990
2521500	345	195	202	258	7	-87	25742	9903
2522500	355	176	188	281	12	-74	25754	9829
2523500	362	183	169	286	-14	-76	25740	9753
2524500	341	186	191	282	5	-59	25745	9694
2525500	314	192	208	286	16	-28	25761	9666
2526500	285	212	235	268	23	-17	25784	9649
2527500	292	227	207	274	-20	-18	25764	9631
2528500	332	211	206	251	-5	-81	25759	9550
2529500	341	193	172	294	-21	-47	25738	9503
2530500	337	188	184	291	-4	-46	25734	9457
2531500	352	199	155	294	-44	-58	25690	9399
2532500	333	204	178	285	-26	-48	25664	9351
2533500	390	187	150	273	-37	-117	25627	9234
2534500	355	170	168	307	-2	-48	25625	9186
2535500	276	202	182	340	-20	64	25605	9250
2536500	284	196	195	325	-1	41	25604	9291
2537500	269	233	169	329	-64	60	25540	9351
2538500	319	230	145	306	-85	-13	25455	9338
2539500	288	255	191	266	-64	-22	25391	9316
2540500	273	231	179	317	-52	44	25339	9360
2541500	288	233	174	305	-59	17	25280	9377
2542500	306	235	176	283	-59	-23	25221	9354
2543500	296	237	171	296	-66	0	25155	9354
2544500	313	191	184	312	-7	-1	25148	9353
2545500	305	217	174	304	-43	-1	25105	9352
2546500	311	198	172	319	-26	8	25079	9360
2547500	283	190	176	351	-14	68	25065	9428
2548500	341	212	160	287	-52	-54	25013	9374
2549500	301	200	214	285	14	-16	25027	9358
2550500	319	207	201	273	-6	-46	25021	9312
2551500	309	214	213	264	-1	-45	25020	9267
2552500	298	201	213	288	12	-10	25032	9257
2553500	358	204	203	235	-1	-123	25031	9134
2554500	321	216	159	304	-57	-17	24974	9117
2555500	319	225	146	310	-79	-9	24895	9108
2556500	301	223	155	321	-68	20	24827	9128
2557500	305	218	176	301	-42	-4	24785	9124
2558500	328	195	190	287	-5	-41	24780	9083
2559500	342	202	194	262	-8	-80	24772	9003
2560500	324	209	175	292	-34	-32	24738	8971
2561500	344	185	166	305	-19	-39	24719	8932
2562500	315	233	172	280	-61	-35	24658	8897
2563500	333	216	181	270	-35	-63	24623	8834
2564500	281	241	185	293	-56	12	24567	8846
2565500	346	177	190	287	13	-59	24580	8787
2566500	265	185	235	315	50	50	24630	8837
2567500	314	196	198	292	2	-22	24632	8815
2568500	311	203	203	283	0	-28	24632	8787
2569500	280	216	219	285	3	5	24635	8792
2570500	304	215	193	288	-22	-16	24613	8776
2571500	301	199	208	292	9	-9	24622	8767
2572500	269	194	222	315	28	46	24650	8813
2573500	299	252	172	277	-80	-22	24570	8791
2574500	335	211	152	302	-59	-33	24511	8758
2575500	335	223	188	254	-35	-81	24476	8677
2576500	309	222	178	291	-44	-18	24432	8659
2577500	288	234	154	324	-80	36	24352	8695
2578500	367	178	173	282	-5	-85	24347	8610
2579500	321	203	209	267	6	-54	24353	8556
2580500	336	227	201	236	-26	-100	24327	8456
2581500	318	206	151	325	-55	7	24272	8463
2582500	259	208	152	381	-56	122	24216	8585
2583500	285	199	153	363	-46	78	24170	8663
2584500	323	194	188	295	-6	-28	24164	8635
2585500	324	208	201	267	-7	-57	24157	8578
2586500	311	212	188	289	-24	-22	24133	8556
2587500	324	202	164	310	-38	-14	24095	8542
2588500	295	224	183	298	-41	3	24054	8545
2589500	285	217	191	307	-26	22	24028	8567
2590500	291	237	194	278	-43	-13	23985	8554
2591500	293	253	164	290	-89	-3	23896	8551
2592500	325	216	161	298	-55	-27	23841	8524
2593500	345	211	183	261	-28	-84	23813	8440
2594500	331	217	188	264	-29	-67	23784	8373
2595500	292	214	216	278	2	-14	23786	8359
2596500	267	234	190	309	-44	42	23742	8401
2597500	251	235	198	316	-37	65	23705	8466
2598500	263	181	182	374	1	111	23706	8577
2599500	256	214	170	360	-44	104	23662	8681
2600500	315	210	175	300	-35	-15	23627	8666
2601500	283	254	191	272	-63	-11	23564	8655
2602500	280	242	171	307	-71	27	23493	8682
2603500	338	181	196	285	15	-53	23508	8629
2604500	309	195	230	266	35	-43	23543	8586
2605500	327	172	183	318	11	-9	23554	8577
2606500	325	205	187	283	-18	-42	23536	8535
2607500	367	196	177	260	-19	-107	23517	8428
2608500	296	186	187	331	1	35	23518	8463
2609500	308	178	148	366	-30	58	23488	8521
2610500	293	204	158	345	-46	52	23442	8573
2611500	349	187	136	328	-51	-21	23391	8552
2612500	293	206	171	330	-35	37	23356	8589
2613500	284	241	168	307	-73	23	23283	8612
2614500	288	243	171	298	-72	10	23211	8622
2615500	319	221	183	277	-38	-42	23173	8580
2616500	273	253	187	287	-66	14	23107	8594
2617500	310	224	169	297	-55	-13	23052	8581
2618500	372	183	185	260	2	-112	23054	8469
2619500	335	205	188	272	-17	-63	23037	8406
2620500	313	200	198	289	-2	-24	23035	8382
2621500	308	234	161	297	-73	-11	22962	8371
2622500	359	204	183	254	-21	-105	22941	8266
2623500	328	217	160	295	-57	-33	22884	8233
2624500	303	212	206	279	-6	-24	22878	8209
2625500	339	194	213	254	19	-85	22897	8124
2626500	311	227	195	267	-32	-44	22865	8080
2627500	349	174	220	257	46	-92	22911	7988
2628500	330	214	154	302	-60	-28	22851	7960
2629500	320	226	176	278	-50	-42	22801	7918
2630500	320	189	194	297	5	-23	22806	7895
2631500	319	226	161	294	-65	-25	22741	7870
2632500	324	209	158	309	-51	-15	22690	7855
2633500	315	199	179	307	-20	-8	22670	7847
2634500	278	222	175	325	-47	47	22623	7894
2635500	292	232	190	286	-42	-6	22581	7888
2636500	341	194	147	318	-47	-23	22534	7865
2637500	282	230	163	325	-67	43	22467	7908
2638500	272	230	189	309	-41	37	22426	7945
2639500	328	207	170	295	-37	-33	22389	7912
2640500	290	236	173	301	-63	11	22326	7923
2641500	345	191	161	303	-30	-42	22296	7881
2642500	329	227	173	271	-54	-58	22242	7823
2643500	288	256	178	278	-78	-10	22164	7813
2644500	322	226	165	287	-61	-35	22103	7778
2645500	296	226	200	278	-26	-18	22077	7760
2646500	311	223	178	288	-45	-23	22032	7737
2647500	320	204	208	268	4	-52	22036	7685
2648500	266	239	218	277	-21	11	22015	7696
2649500	345	192	191	272	-1	-73	22014	7623
2650500	323	198	206	273	8	-50	22022	7573
2651500	332	199	191	278	-8	-54	22014	7519
2652500	324	190	221	265	31	-59	22045	7460
2653500	351	200	208	241	8	-110	22053	7350
2654500	288	233	177	302	-56	14	21997	7364
2655500	292	249	156	303	-93	11	21904	7375
2656500	291	233	171	305	-62	14	21842	7389
2657500	350	214	154	282	-60	-68	21782	7321
2658500	357	207	174	262	-33	-95	21749	7226
2659500	339	185	172	304	-13	-35	21736	7191
2660500	346	170	173	311	3	-35	21739	7156
2661500	366	170	176	288	6	-78	21745	7078
2662500	356	167	215	262	48	-94	21793	6984
2663500	265	235	218	282	-17	17	21776	7001
2664500	266	248	212	274	-36	8	21740	7009
2665500	304	222	177	297	-45	-7	21695	7002
2666500	310	225	170	295	-55	-15	21640	6987
2667500	293	203	152	352	-51	59	21589	7046
2668500	355	170	162	313	-8	-42	21581	7004
2669500	340	179	208	273	29	-67	21610	6937
2670500	278	192	234	296	42	18	21652	6955
2671500	298	202	240	260	38	-38	21690	6917
2672500	272	206	205	317	-1	45	21689	6962
2673500	338	212	190	260	-22	-78	21667	6884
2674500	260	214	242	284	28	24	21695	6908
2675500	331	215	186	268	-29	-63	21666	6845
2676500	306	205	181	308	-24	2	21642	6847
2677500	301	229	192	278	-37	-23	21605	6824
2678500	275	223	239	263	16	-12	21621	6812
2679500	250	208	231	311	23	61	21644	6873
2680500	312	233	194	261	-39	-51	21605	6822
2681500	353	232	183	232	-49	-121	21556	6701
2682500	295	203	220	282	17	-13	21573	6688
2683500	269	235	173	323	-62	54	21511	6742
2684500	305	216	191	288	-25	-17	21486	6725
2685500	242	218	236	304	18	62	21504	6787
2686500	262	215	226	297	11	35	21515	6822
2687500	305	228	218	249	-10	-56	21505	6766
2688500	291	195	214	300	19	9	21524	6775
2689500	327	245	179	249	-66	-78	21458	6697
2690500	303	219	184	294	-35	-9	21423	6688
2691500	295	271	181	253	-90	-42	21333	6646
2692500	295	254	205	246	-49	-49	21284	6597
2693500	308	256	201	235	-55	-73	21229	6524
2694500	277	239	225	259	-14	-18	21215	6506
2695500	265	247	193	295	-54	30	21161	6536
2696500	260	235	210	295	-25	35	21136	6571
2697500	310	211	184	295	-27	-15	21109	6556
2698500	272	256	188	284	-68	12	21041	6568
2699500	273	294	195	238	-99	-35	20942	6533
2700500	281	256	211	252	-45	-29	20897	6504
2701500	302	224	197	277	-27	-25	20870	6479
2702500	269	257	222	252	-35	-17	20835	6462
2703500	268	228	233	271	5	3	20840	6465
2704500	315	226	212	247	-14	-68	20826	6397
2705500	267	252	210	271	-42	4	20784	6401
2706500	304	258	209	229	-49	-75	20735	6326
2707500	297	269	191	243	-78	-54	20657	6272
2708500	269	236	207	288	-29	19	20628	6291
2709500	251	212	232	305	20	54	20648	6345
2710500	297	235	197	271	-38	-26	20610	6319
2711500	255	248	218	279	-30	24	20580	6343
2712500	288	256	192	264	-64	-24	20516	6319
2713500	343	220	132	305	-88	-38	20428	6281
2714500	358	192	181	269	-11	-89	20417	6192
2715500	340	187	174	299	-13	-41	20404	6151
2716500	357	184	134	325	-50	-32	20354	6119
2717500	283	242	167	308	-75	25	20279	6144
2718500	313	238	182	267	-56	-46	20223	6098
2719500	317	243	169	271	-74	-46	20149	6052
2720500	301	235	187	277	-48	-24	20101	6028
2721500	294	232	181	293	-51	-1	20050	6027
2722500	276	222	197	305	-25	29	20025	6056
2723500	274	190	184	352	-6	78	20019	6134
2724500	288	209	184	319	-25	31	19994	6165
2725500	318	221	157	304	-64	-14	19930	6151
2726500	349	196	158	297	-38	-52	19892	6099
2727500	344	203	193	260	-10	-84	19882	6015
2728500	344	181	201	274	20	-70	19902	5945
2729500	320	228	194	258	-34	-62	19868	5883
2730500	301	209	190	300	-19	-1	19849	5882
2731500	277	187	220	316	33	39	19882	5921
2732500	319	215	180	286	-35	-33	19847	5888
2733500	342	223	198	237	-25	-105	19822	5783
2734500	258	216	232	294	16	36	19838	5819
2735500	316	213	186	285	-27	-31	19811	5788
2736500	310	214	193	283	-21	-27	19790	5761
2737500	321	204	184	291	-20	-30	19770	5731
2738500	289	240	205	266	-35	-23	19735	5708
2739500	325	208	220	247	12	-78	19747	5630
2740500	313	192	208	287	16	-26	19763	5604
2741500	289	218	217	276	-1	-13	19762	5591
2742500	291	211	189	309	-22	18	19740	5609
2743500	335	197	197	271	0	-64	19740	5545
2744500	351	171	181	297	10	-54	19750	5491
2745500	331	187	121	361	-66	30	19684	5521
2746500	306	202	168	324	-34	18	19650	5539
2747500	302	232	160	306	-72	4	19578	5543
2748500	351	206	175	268	-31	-83	19547	5460
2749500	372	189	184	255	-5	-117	19542	5343
2750500	260	168	227	345	59	85	19601	5428
2751500	326	178	163	333	-15	7	19586	5435
2752500	281	197	190	332	-7	51	19579	5486
2753500	322	218	153	307	-65	-15	19514	5471
2754500	306	209	180	305	-29	-1	19485	5470
2755500	311	240	159	290	-81	-21	19404	5449
2756500	324	163	149	364	-14	40	19390	5489
2757500	321	182	134	363	-48	42	19342	5531
2758500	292	203	204	301	1	9	19343	5540
2759500	322	177	180	321	3	-1	19346	5539
2760500	356	147	164	333	17	-23	19363	5516
2761500	300	204	190	306	-14	6	19349	5522
2762500	310	202	181	307	-21	-3	19328	5519
2763500	302	188	169	341	-19	39	19309	5558
2764500	303	195	156	346	-39	43	19270	5601
2765500	360	177	161	302	-16	-58	19254	5543
2766500	348	184	177	291	-7	-57	19247	5486
2767500	324	194	160	322	-34	-2	19213	5484
2768500	320	186	138	356	-48	36	19165	5520
2769500	353	185	139	323	-46	-30	19119	5490
2770500	348	185	161	306	-24	-42	19095	5448
2771500	316	163	164	357	1	41	19096	5489
2772500	314	166	166	354	0	40	19096	5529
2773500	346	156	166	332	10	-14	19106	5515
2774500	358	171	148	323	-23	-35	19083	5480
2775500	360	200	106	334	-94	-26	18989	5454
2776500	388	179	134	299	-45	-89	18944	5365
2777500	358	181	174	287	-7	-71	18937	5294
2778500	325	180	178	317	-2	-8	18935	5286
2779500	281	208	225	286	17	5	18952	5291
2780500	287	189	218	306	29	19	18981	5310
2781500	279	201	167	353	-34	74	18947	5384
2782500	349	169	165	317	-4	-32	18943	5352
2783500	344	169	161	326	-8	-18	18935	5334
2784500	329	189	167	315	-22	-14	18913	5320
2785500	243	200	221	336	21	93	18934	5413
2786500	333	187	174	306	-13	-27	18921	5386
2787500	375	182	178	265	-4	-110	18917	5276
2788500	362	183	178	277	-5	-85	18912	5191
2789500	221	187	209	383	22	162	18934	5353
2790500	312	203	206	279	3	-33	18937	5320
2791500	306	203	218	273	15	-33	18952	5287
2792500	272	209	232	287	23	15	18975	5302
2793500	275	192	224	309	32	34	19007	5336
2794500	334	192	191	283	-1	-51	19006	5285
2795500	340	202	167	291	-35	-49	18971	5236
2796500	360	228	182	230	-46	-130	18925	5106
2797500	331	206	214	249	8	-82	18933	5024
2798500	275	225	261	239	36	-36	18969	4988
2799500	265	218	254	263	36	-2	19005	4986
2800500	304	201	155	340	-46	36	18959	5022
2801500	293	172	163	372	-9	79	18950	5101
2802500	362	185	187	266	2	-96	18952	5005
2803500	313	209	201	277	-8	-36	18944	4969
2804500	294	208	158	340	-50	46	18894	5015
2805500	308	204	184	304	-20	-4	18874	5011
2806500	368	179	160	293	-19	-75	18855	4936
2807500	309	231	181	279	-50	-30	18805	4906
2808500	307	236	187	270	-49	-37	18756	4869
2809500	326	201	184	289	-17	-37	18739	4832
2810500	283	219	187	311	-32	28	18707	4860
2811500	290	212	208	290	-4	0	18703	4860
2812500	360	174	170	296	-4	-64	18699	4796
2813500	324	206	199	271	-7	-53	18692	4743
2814500	298	192	199	311	7	13	18699	4756
2815500	302	188	188	322	0	20	18699	4776
2816500	322	222	172	284	-50	-38	18649	4738
2817500	297	199	195	309	-4	12	18645	4750
2818500	319	204	193	284	-11	-35	18634	4715
2819500	331	183	170	316	-13	-15	18621	4700
2820500	325	200	188	287	-12	-38	18609	4662
2821500	307	207	175	311	-32	4	18577	4666
2822500	351	180	152	317	-28	-34	18549	4632
2823500	338	196	181	285	-15	-53	18534	4579
2824500	352	187	183	278	-4	-74	18530	4505
2825500	299	221	165	315	-56	16	18474	4521
2826500	324	189	168	319	-21	-5	18453	4516
2827500	354	190	171	285	-19	-69	18434	4447
2828500	348	175	153	324	-22	-24	18412	4423
2829500	333	167	156	344	-11	11	18401	4434
2830500	335	186	173	306	-13	-29	18388	4405
2831500	326	203	183	288	-20	-38	18368	4367
2832500	331	185	185	299	0	-32	18368	4335
2833500	328	156	173	343	17	15	18385	4350
2834500	344	167	174	315	7	-29	18392	4321
2835500	369	202	143	286	-59	-83	18333	4238
2836500	328	189	172	311	-17	-17	18316	4221
2837500	302	180	154	364	-26	62	18290	4283
2838500	252	201	186	361	-15	109	18275	4392
2839500	319	188	178	315	-10	-4	18265	4388
2840500	329	228	161	282	-67	-47	18198	4341
2841500	362	183	169	286	-14	-76	18184	4265
2842500	277	219	159	345	-60	68	18124	4333
2843500	310	192	183	315	-9	5	18115	4338
2844500	301	199	191	309	-8	8	18107	4346
2845500	318	164	191	327	27	9	18134	4355
2846500	328	171	215	286	44	-42	18178	4313
2847500	338	199	175	288	-24	-50	18154	4263
2848500	305	198	218	279	20	-26	18174	4237
2849500	305	206	223	266	17	-39	18191	4198
2850500	349	194	189	268	-5	-81	18186	4117
2851500	312	201	183	304	-18	-8	18168	4109
2852500	326	188	167	319	-21	-7	18147	4102
2853500	306	192	187	315	-5	9	18142	4111
2854500	355	180	173	292	-7	-63	18135	4048
2855500	353	207	164	276	-43	-77	18092	3971
2856500	326	193	176	305	-17	-21	18075	3950
2857500	345	183	199	273	16	-72	18091	3878
2858500	297	184	179	340	-5	43	18086	3921
2859500	337	234	203	226	-31	-111	18055	3810
2860500	349	207	175	269	-32	-80	18023	3730
2861500	361	156	190	293	34	-68	18057	3662
2862500	349	181	195	275	14	-74	18071	3588
2863500	326	189	173	312	-16	-14	18055	3574
2864500	301	196	160	343	-36	42	18019	3616
2865500	370	163	166	301	3	-69	18022	3547
2866500	290	207	191	312	-16	22	18006	3569
2867500	274	194	191	341	-3	67	18003	3636
2868500	336	195	168	301	-27	-35	17976	3601
2869500	282	183	173	362	-10	80	17966	3681
2870500	288	213	168	331	-45	43	17921	3724
2871500	298	192	169	341	-23	43	17898	3767
2872500	331	180	172	317	-8	-14	17890	3753
2873500	319	193	178	310	-15	-9	17875	3744
2874500	371	202	170	257	-32	-114	17843	3630
2875500	362	217	183	238	-34	-124	17809	3506
2876500	282	208	150	360	-58	78	17751	3584
2877500	260	207	149	384	-58	124	17693	3708
2878500	327	171	169	333	-2	6	17691	3714
2879500	375	176	165	284	-11	-91	17680	3623
2880500	319	195	189	297	-6	-22	17674	3601
2881500	248	182	225	345	43	97	17717	3698
2882500	325	202	164	309	-38	-16	17679	3682
2883500	316	206	180	298	-26	-18	17653	3664
2884500	302	237	172	289	-65	-13	17588	3651
2885500	311	247	158	284	-89	-27	17499	3624
2886500	295	240	171	294	-69	-1	17430	3623
2887500	275	256	187	282	-69	7	17361	3630
2888500	305	254	171	270	-83	-35	17278	3595
2889500	295	228	187	290	-41	-5	17237	3590
2890500	301	252	189	258	-63	-43	17174	3547
2891500	293	206	207	294	1	1	17175	3548
2892500	296	219	171	314	-48	18	17127	3566
2893500	359	218	156	267	-62	-92	17065	3474
2894500	300	187	194	319	7	19	17072	3493
2895500	336	191	154	319	-37	-17	17035	3476
2896500	407	215	164	214	-51	-193	16984	3283
2897500	344	175	183	298	8	-46	16992	3237
2898500	341	189	193	277	4	-64	16996	3173
2899500	332	213	172	283	-41	-49	16955	3124
2900500	330	207	181	282	-26	-48	16929	3076
2901500	358	207	157	278	-50	-80	16879	2996
2902500	300	253	173	274	-80	-26	16799	2970
2903500	282	225	175	318	-50	36	16749	3006
2904500	313	236	181	270	-55	-43	16694	2963
2905500	319	174	199	308	25	-11	16719	2952
2906500	337	193	182	288	-11	-49	16708	2903
2907500	373	184	187	256	3	-117	16711	2786
2908500	463	158	170	209	12	-254	16723	2532
2909500	380	181	178	261	-3	-119	16720	2413
2910500	314	229	154	303	-75	-11	16645	2402
2911500	281	200	229	290	29	9	16674	2411
2912500	375	165	164	296	-1	-79	16673	2332
2913500	335	206	154	305	-52	-30	16621	2302
2914500	296	211	186	307	-25	11	16596	2313
2915500	305	205	166	324	-39	19	16557	2332
2916500	340	203	190	267	-13	-73	16544	2259
2917500	370	182	170	278	-12	-92	16532	2167
2918500	370	187	139	304	-48	-66	16484	2101
2919500	344	161	182	313	21	-31	16505	2070
2920500	297	198	190	315	-8	18	16497	2088
2921500	229	230	187	354	-43	125	16454	2213
2922500	322	186	202	290	16	-32	16470	2181
2923500	336	198	151	315	-47	-21	16423	2160
2924500	398	163	166	273	3	-125	16426	2035
2925500	366	157	202	275	45	-91	16471	1944
2926500	353	163	181	303	18	-50	16489	1894
2927500	342	173	170	315	-3	-27	16486	1867
2928500	326	149	178	347	29	21	16515	1888
2929500	362	162	151	325	-11	-37	16504	1851
2930500	299	217	168	316	-49	17	16455	1868
2931500	308	190	195	307	5	-1	16460	1867
2932500	280	201	170	349	-31	69	16429	1936
2933500	321	204	180	295	-24	-26	16405	1910
2934500	382	177	178	263	1	-119	16406	1791
2935500	361	203	187	249	-16	-112	16390	1679
2936500	391	170	181	258	11	-133	16401	1546
2937500	375	190	190	245	0	-130	16401	1416
2938500	369	187	189	255	2	-114	16403	1302
2939500	354	195	177	274	-18	-80	16385	1222
2940500	326	229	193	252	-36	-74	16349	1148
2941500	339	228	168	265	-60	-74	16289	1074
2942500	294	216	205	285	-11	-9	16278	1065
2943500	274	224	198	304	-26	30	16252	1095
2944500	287	207	192	314	-15	27	16237	1122
2945500	273	206	205	316	-1	43	16236	1165
2946500	351	228	159	262	-69	-89	16167	1076
2947500	367	225	140	268	-85	-99	16082	977
2948500	307	181	166	346	-15	39	16067	1016
2949500	357	203	151	289	-52	-68	16015	948
2950500	296	196	180	328	-16	32	15999	980
2951500	315	197	163	325	-34	10	15965	990
2952500	282	233	192	293	-41	11	15924	1001
2953500	291	189	169	351	-20	60	15904	1061
2954500	283	202	167	348	-35	65	15869	1126
2955500	326	173	161	340	-12	14	15857	1140
2956500	309	201	212	278	11	-31	15868	1109
2957500	298	191	197	314	6	16	15874	1125
2958500	277	209	175	339	-34	62	15840	1187
2959500	295	179	170	356	-9	61	15831	1248
2960500	304	221	213	262	-8	-42	15823	1206
2961500	343	180	209	268	29	-75	15852	1131
2962500	306	245	189	260	-56	-46	15796	1085
2963500	305	203	186	306	-17	1	15779	1086
2964500	312	188	192	308	4	-4	15783	1082
2965500	298	227	222	253	-5	-45	15778	1037
2966500	290	203	191	316	-12	26	15766	1063
2967500	282	211	166	341	-45	59	15721	1122
2968500	307	198	163	332	-35	25	15686	1147
2969500	333	188	154	325	-34	-8	15652	1139
2970500	305	204	153	338	-51	33	15601	1172
2971500	316	193	146	345	-47	29	15554	1201
2972500	322	199	148	331	-51	9	15503	1210
2973500	338	179	180	303	1	-35	15504	1175
2974500	304	202	223	271	21	-33	15525	1142
2975500	325	191	163	321	-28	-4	15497	1138
2976500	298	204	158	340	-46	42	15451	1180
2977500	301	191	150	358	-41	57	15410	1237
2978500	354	217	170	259	-47	-95	15363	1142
2979500	349	177	173	301	-4	-48	15359	1094
2980500	319	207	192	282	-15	-37	15344	1057
2981500	317	177	185	321	8	4	15352	1061
2982500	362	188	165	285	-23	-77	15329	984
2983500	347	179	169	305	-10	-42	15319	942
2984500	315	193	187	305	-6	-10	15313	932
2985500	313	185	169	333	-16	20	15297	952
2986500	224	182	230	364	48	140	15345	1092
2987500	316	189	187	308	-2	-8	15343	1084
2988500	302	163	173	362	10	60	15353	1144
2989500	364	146	157	333	11	-31	15364	1113
2990500	374	163	175	288	12	-86	15376	1027
2991500	339	148	145	368	-3	29	15373	1056
2992500	271	206	209	314	3	43	15376	1099
2993500	276	213	183	328	-30	52	15346	1151
2994500	322	197	160	321	-37	-1	15309	1150
2995500	299	266	169	266	-97	-33	15212	1117
2996500	300	238	180	282	-58	-18	15154	1099
2997500	279	236	198	287	-38	8	15116	1107
2998500	318	227	174	281	-53	-37	15063	1070
2999500	341	212	174	273	-38	-68	15025	1002
3000500	349	190	195	266	5	-83	15030	919
3001500	340	218	223	219	5	-121	15035	798
3002500	332	197	226	245	29	-87	15064	711
3003500	349	216	174	261	-42	-88	15022	623
3004500	343	199	188	270	-11	-73	15011	550
3005500	316	179	199	306	20	-10	15031	540
3006500	363	192	181	264	-11	-99	15020	441
3007500	314	192	190	304	-2	-10	15018	431
3008500	330	215	168	287	-47	-43	14971	388
3009500	288	215	200	297	-15	9	14956	397
3010500	287	244	188	281	-56	-6	14900	391
3011500	291	210	179	320	-31	29	14869	420
3012500	364	199	166	271	-33	-93	14836	327
3013500	317	254	187	242	-67	-75	14769	252
3014500	279	228	172	321	-56	42	14713	294
3015500	294	236	180	290	-56	-4	14657	290
3016500	286	224	217	273	-7	-13	14650	277
3017500	294	216	208	282	-8	-12	14642	265
3018500	359	171	187	283	16	-76	14658	189
3019500	331	225	205	239	-20	-92	14638	97
3020500	324	196	212	268	16	-56	14654	41
3021500	302	205	170	323	-35	21	14619	62
3022500	390	178	180	252	2	-138	14621	-76
3023500	360	180	145	315	-35	-45	14586	-121
3024500	362	182	179	277	-3	-85	14583	-206
3025500	341	168	187	304	19	-37	14602	-243
3026500	318	199	183	300	-16	-18	14586	-261
3027500	322	204	149	325	-55	3	14531	-258
3028500	282	225	170	323	-55	41	14476	-217
3029500	288	207	163	342	-44	54	14432	-163
3030500	334	192	157	317	-35	-17	14397	-180
3031500	281	236	168	315	-68	34	14329	-146
3032500	287	272	149	292	-123	5	14206	-141
3033500	283	252	186	279	-66	-4	14140	-145
3034500	297	240	148	315	-92	18	14048	-127
3035500	307	223	161	309	-62	2	13986	-125
3036500	294	253	186	267	-67	-27	13919	-152
3037500	301	242	167	290	-75	-11	13844	-163
3038500	328	248	175	249	-73	-79	13771	-242
3039500	342	256	160	242	-96	-100	13675	-342
3040500	286	244	192	278	-52	-8	13623	-350
3041500	358	254	165	223	-89	-135	13534	-485
3042500	291	252	177	280	-75	-11	13459	-496
3043500	313	209	187	291	-22	-22	13437	-518
3044500	308	237	167	288	-70	-20	13367	-538
3045500	244	215	168	373	-47	129	13320	-409
3046500	246	226	168	360	-58	114	13262	-295
3047500	251	248	179	322	-69	71	13193	-224
3048500	346	205	166	283	-39	-63	13154	-287
3049500	288	248	177	287	-71	-1	13083	-288
3050500	337	210	179	274	-31	-63	13052	-351
3051500	284	222	182	312	-40	28	13012	-323
3052500	294	253	180	273	-73	-21	12939	-344
3053500	286	244	190	280	-54	-6	12885	-350
3054500	271	260	180	289	-80	18	12805	-332
3055500	326	194	177	303	-17	-23	12788	-355
3056500	303	210	230	257	20	-46	12808	-401
3057500	328	210	193	269	-17	-59	12791	-460
3058500	322	251	187	240	-64	-82	12727	-542
3059500	348	200	185	267	-15	-81	12712	-623
3060500	310	200	225	265	25	-45	12737	-668
3061500	283	203	203	311	0	28	12737	-640
3062500	309	253	170	268	-83	-41	12654	-681
3063500	341	228	176	255	-52	-86	12602	-767
3064500	369	222	198	211	-24	-158	12578	-925
3065500	319	206	196	279	-10	-40	12568	-965
3066500	270	209	177	344	-32	74	12536	-891
3067500	314	200	147	339	-53	25	12483	-866
3068500	298	237	148	317	-89	19	12394	-847
3069500	291	235	161	313	-74	22	12320	-825
3070500	250	234	172	344	-62	94	12258	-731
3071500	289	204	170	337	-34	48	12224	-683
3072500	281	242	160	317	-82	36	12142	-647
3073500	300	226	169	305	-57	5	12085	-642
3074500	385	175	137	303	-38	-82	12047	-724
3075500	388	182	169	261	-13	-127	12034	-851
3076500	380	162	141	317	-21	-63	12013	-914
3077500	324	198	203	275	5	-49	12018	-963
3078500	314	209	289	188	80	-126	12098	-1089
3079500	287	241	166	306	-75	19	12023	-1070
3080500	290	199	176	335	-23	45	12000	-1025
3081500	325	237	155	283	-82	-42	11918	-1067
3082500	326	201	157	316	-44	-10	11874	-1077
3083500	323	203	181	293	-22	-30	11852	-1107
3084500	288	259	172	281	-87	-7	11765	-1114
3085500	291	216	159	334	-57	43	11708	-1071
3086500	330	194	204	272	10	-58	11718	-1129
3087500	328	175	231	266	56	-62	11774	-1191
